customerid,recency,frequency,monetary_value,unique_products,first_purchase,last_purchase,avg_order_value,max_order_value,customer_lifetime_days,r_score,f_score,m_score,rfm_score,customer_segment,revenue_rank,cumulative_revenue,cumulative_revenue_share
14232,43,5,2048.07,81,2011-03-20 12:44:00,2011-10-28 11:09:00,409.61400000000003,693.1800000000001,222,3,4,4,11,Needs Attention,875,6663803.840999993,0.7477835054558393
17625,18,4,2047.0,223,2011-03-27 12:21:00,2011-11-21 13:36:00,511.75,685.1,240,4,4,4,12,Champions,876,6665850.840999993,0.7480132110222382
13495,8,5,2044.8700000000001,34,2010-12-06 15:14:00,2011-12-02 11:21:00,408.974,659.8,361,5,4,4,13,Champions,877,6667895.710999993,0.7482426775691664
17597,214,1,2044.3700000000001,55,2011-05-10 11:54:00,2011-05-10 11:54:00,2044.3700000000001,2044.3700000000001,1,1,2,4,7,At-Risk High-Value,878,6669940.080999993,0.7484720880082377
17090,4,7,2043.95,45,2010-12-20 13:52:00,2011-12-05 13:44:00,291.99285714285713,705.74,350,5,5,4,14,Champions,879,6671984.030999993,0.7487014513167092
13450,27,6,2043.7199999999998,32,2011-05-05 19:48:00,2011-11-13 11:54:00,340.62,440.64,192,4,5,4,13,Champions,880,6674027.750999993,0.7489307888155664
14001,46,3,2043.0800000000002,34,2010-12-01 12:58:00,2011-10-25 10:31:00,681.0266666666666,1007.9,328,3,3,4,10,Needs Attention,881,6676070.830999993,0.7491600544963668
12585,234,2,2040.1,77,2010-12-23 12:58:00,2011-04-19 13:39:00,1020.05,1262.85,118,1,2,4,7,At-Risk High-Value,882,6678110.930999992,0.7493889857743395
13593,108,5,2037.0800000000002,77,2011-01-07 16:32:00,2011-08-23 13:35:00,407.41600000000005,645.83,228,2,4,4,10,At-Risk High-Value,883,6680148.0109999925,0.7496175781608564
18069,26,5,2036.67,334,2011-01-16 15:50:00,2011-11-13 16:03:00,407.334,788.1,302,4,4,4,12,Champions,884,6682184.680999992,0.7498461245389304
17846,85,1,2033.1,1,2011-09-15 15:20:00,2011-09-15 15:20:00,2033.1,2033.1,1,2,2,4,8,At-Risk High-Value,885,6684217.780999992,0.7500742703069058
13630,5,7,2031.78,51,2011-02-27 12:49:00,2011-12-04 15:16:00,290.2542857142857,438.32,281,5,5,4,14,Champions,886,6686249.560999992,0.7503022679501388
16409,36,5,2028.88,145,2011-01-26 14:51:00,2011-11-03 16:45:00,405.776,608.85,282,3,4,4,11,Needs Attention,887,6688278.440999992,0.7505299401678014
17337,151,4,2027.8700000000001,421,2011-02-02 17:06:00,2011-07-11 14:55:00,506.96750000000003,1026.72,159,2,4,4,10,At-Risk High-Value,888,6690306.310999992,0.750757499047593
16358,1,4,2027.5,82,2011-06-08 15:05:00,2011-12-08 15:09:00,506.87500000000006,672.4000000000001,184,5,4,4,13,Champions,889,6692333.810999992,0.7509850164075704
14544,24,2,2024.45,97,2010-12-13 12:50:00,2011-11-15 15:06:00,1012.225,1121.92,338,4,3,4,11,Loyal Customers,890,6694358.2609999925,0.7512121915096204
15341,81,1,2020.52,17,2011-09-20 09:40:00,2011-09-20 09:40:00,2020.52,2020.52,1,2,1,4,7,At-Risk High-Value,891,6696378.780999992,0.7514389256039146
14506,17,5,2012.17,204,2010-12-05 14:25:00,2011-11-22 13:02:00,402.434,683.59,352,4,4,4,12,Champions,892,6698390.950999992,0.7516647226969976
15531,8,2,2007.44,196,2011-11-09 17:47:00,2011-12-01 18:43:00,1003.72,1522.31,23,5,3,4,12,Loyal Customers,893,6700398.390999992,0.7518899890097538
15372,137,1,2007.3999999999999,27,2011-07-25 16:39:00,2011-07-25 16:39:00,2007.3999999999999,2007.3999999999999,1,2,1,4,7,At-Risk High-Value,894,6702405.790999993,0.7521152508338814
16098,88,7,2005.63,34,2010-12-01 09:45:00,2011-09-13 09:59:00,286.5185714285714,430.6,287,2,5,4,11,At-Risk High-Value,895,6704411.420999993,0.7523403140361954
14730,1,8,2005.06,317,2011-03-08 12:49:00,2011-12-08 14:39:00,250.6325,435.41,276,5,5,4,14,Champions,896,6706416.480999992,0.7525653132755523
14217,2,17,2004.98,78,2010-12-08 13:28:00,2011-12-08 11:53:00,117.94,202.24,365,5,5,4,14,Champions,897,6708421.460999993,0.7527903035376522
14462,66,11,2004.02,150,2011-01-04 12:45:00,2011-10-04 15:55:00,182.18363636363637,331.42,274,3,5,4,12,Needs Attention,898,6710425.480999992,0.7530151860726667
17082,33,2,2003.85,75,2011-01-25 14:36:00,2011-11-06 15:17:00,1001.9250000000001,1366.91,286,3,3,4,10,Needs Attention,899,6712429.330999992,0.7532400495310099
16754,372,1,2002.4,2,2010-12-02 17:38:00,2010-12-02 17:38:00,2002.4,2002.4,1,1,2,4,7,At-Risk High-Value,900,6714431.730999992,0.7534647502765679
15493,33,5,2001.8,177,2011-03-14 11:44:00,2011-11-07 12:04:00,400.36,538.76,239,3,4,4,11,Needs Attention,901,6716433.530999992,0.7536893836926974
18188,15,3,2001.04,63,2011-02-22 14:43:00,2011-11-24 16:46:00,667.0133333333333,1181.68,276,4,4,4,12,Champions,902,6718434.570999992,0.7539139318248845
13305,4,10,2000.86,50,2010-12-02 12:10:00,2011-12-05 15:15:00,200.08599999999998,316.45,369,5,5,4,14,Champions,903,6720435.430999992,0.754138459758243
16698,227,2,1998.0,4,2011-03-31 13:33:00,2011-04-27 10:52:00,999.0,1182.0,27,1,3,4,8,At-Risk High-Value,904,6722433.430999992,0.7543626667546598
17827,5,5,1995.46,190,2010-12-10 10:18:00,2011-12-04 15:00:00,399.092,919.8,360,5,4,4,13,Champions,905,6724428.890999992,0.7545865887231631
18204,71,3,1993.7,159,2011-05-31 15:26:00,2011-09-29 16:44:00,664.5666666666666,817.89,122,3,4,4,11,Needs Attention,906,6726422.590999993,0.75481031319201
17679,53,2,1992.1100000000001,29,2011-09-15 10:35:00,2011-10-18 07:43:00,996.0550000000001,1643.2,33,3,3,4,10,Needs Attention,907,6728414.700999993,0.7550338592378717
17088,28,4,1991.01,96,2011-03-31 09:48:00,2011-11-11 14:23:00,497.7525,1015.83,226,4,4,4,12,Champions,908,6730405.710999993,0.7552572818464481
13246,18,6,1987.3,110,2011-01-13 13:36:00,2011-11-21 16:50:00,331.21666666666664,564.96,313,4,5,4,13,Champions,909,6732393.0109999925,0.7554802881347258
13590,11,6,1981.92,70,2011-02-09 13:25:00,2011-11-28 12:54:00,330.32,552.4,292,5,5,4,14,Champions,910,6734374.930999992,0.7557026907024627
13725,50,8,1980.56,95,2011-02-04 12:18:00,2011-10-21 10:03:00,247.57,947.65,259,3,5,4,12,Needs Attention,911,6736355.490999992,0.7559249406568285
17422,16,6,1979.37,93,2011-02-16 14:44:00,2011-11-23 13:27:00,329.895,402.79,280,4,5,4,13,Champions,912,6738334.860999992,0.7561470570744949
16341,25,4,1971.87,60,2011-05-22 13:20:00,2011-11-15 09:12:00,492.9675,797.65,177,4,4,4,12,Champions,913,6740306.730999992,0.7563683318743069
17997,74,8,1970.6699999999998,133,2011-06-28 17:28:00,2011-09-26 16:13:00,246.33374999999998,532.21,90,2,5,4,11,At-Risk High-Value,914,6742277.400999992,0.756589472015262
12674,39,4,1970.6,52,2011-05-16 09:10:00,2011-11-01 12:12:00,492.65,586.74,170,3,4,4,11,Needs Attention,915,6744248.000999992,0.7568106043011172
17790,27,14,1965.55,121,2010-12-10 10:47:00,2011-11-13 11:30:00,140.39642857142857,328.53000000000003,339,4,5,4,13,Champions,916,6746213.550999992,0.7570311698976171
17218,4,10,1960.72,146,2010-12-06 15:25:00,2011-12-05 13:52:00,196.072,292.54,364,5,5,4,14,Champions,917,6748174.270999991,0.7572511934922188
15351,12,7,1960.1100000000001,157,2010-12-05 11:49:00,2011-11-27 12:52:00,280.0157142857143,601.57,358,5,5,4,14,Champions,918,6750134.380999992,0.757471148635235
14498,43,5,1957.32,162,2010-12-13 11:29:00,2011-10-28 12:09:00,391.464,675.53,320,3,4,4,11,Needs Attention,919,6752091.700999992,0.7576907906964094
12853,135,6,1957.1000000000001,66,2011-01-28 10:28:00,2011-07-28 11:29:00,326.18333333333334,897.8,182,2,5,4,11,At-Risk High-Value,920,6754048.800999992,0.7579104080701267
17554,1,5,1952.45,58,2011-07-14 20:01:00,2011-12-08 14:15:00,390.49,772.43,147,5,4,4,13,Champions,921,6756001.250999992,0.7581295036407742
14533,25,7,1949.72,53,2010-12-22 11:07:00,2011-11-15 12:05:00,278.5314285714286,433.5,329,4,5,4,13,Champions,922,6757950.9709999915,0.7583482928625228
14653,1,7,1947.55,154,2011-01-05 13:40:00,2011-12-08 13:45:00,278.2214285714286,413.53,338,5,5,4,14,Champions,923,6759898.520999991,0.7585668385761721
15814,17,4,1945.33,63,2011-10-20 09:04:00,2011-11-23 08:17:00,486.3325,599.4200000000001,34,4,4,4,12,Champions,924,6761843.850999991,0.7587851351709365
15518,64,8,1942.45,135,2011-01-11 12:55:00,2011-10-06 13:05:00,242.80625,406.65999999999997,269,3,5,4,12,Needs Attention,925,6763786.300999992,0.7590031085844449
14418,4,3,1937.25,114,2011-08-23 17:18:00,2011-12-06 11:39:00,645.75,897.35,105,5,3,4,12,Loyal Customers,926,6765723.550999992,0.7592204984762408
14472,104,8,1936.84,153,2010-12-19 14:03:00,2011-08-28 11:01:00,242.105,402.46999999999997,252,2,5,4,11,At-Risk High-Value,927,6767660.390999991,0.759437842359594
15864,22,6,1936.3200000000002,16,2011-01-27 16:43:00,2011-11-17 13:32:00,322.71999999999997,543.6,294,4,5,4,13,Champions,928,6769596.710999992,0.759655127890776
15157,4,3,1936.07,125,2010-12-16 13:44:00,2011-12-06 11:28:00,645.3566666666667,1085.46,355,5,3,4,12,Loyal Customers,929,6771532.780999992,0.7598723853680296
12528,9,6,1933.48,50,2011-01-31 09:05:00,2011-11-30 14:40:00,322.24666666666667,493.53000000000003,304,5,5,4,14,Champions,930,6773466.2609999925,0.760089352206584
14655,8,4,1932.23,35,2011-05-01 14:59:00,2011-12-01 16:28:00,483.0575,810.56,215,5,4,4,13,Champions,931,6775398.490999993,0.7603061787754961
14978,72,5,1931.42,136,2011-01-13 12:03:00,2011-09-28 13:07:00,386.284,452.91,259,2,4,4,10,At-Risk High-Value,932,6777329.910999993,0.7605229144496799
16983,13,7,1931.25,112,2010-12-05 12:34:00,2011-11-27 12:10:00,275.89285714285717,433.03999999999996,357,5,5,4,14,Champions,933,6779261.160999993,0.7607396310471923
13094,21,12,1927.3200000000002,4,2010-12-06 10:34:00,2011-11-18 14:07:00,160.61,228.96000000000004,348,4,5,4,13,Champions,934,6781188.480999993,0.760955906636949
16942,13,9,1920.59,159,2011-04-26 11:59:00,2011-11-27 12:40:00,213.3988888888889,330.28000000000003,216,5,5,4,14,Champions,935,6783109.070999993,0.761171427014951
15021,9,9,1914.82,287,2010-12-08 12:17:00,2011-12-01 11:53:00,212.75777777777776,309.33,358,5,5,4,14,Champions,936,6785023.890999993,0.7613862999082837
17368,23,8,1912.67,93,2011-01-06 11:57:00,2011-11-16 15:26:00,239.08375,563.15,315,4,5,4,13,Champions,937,6786936.560999993,0.7616009315378315
14285,21,4,1910.01,18,2011-06-16 12:36:00,2011-11-18 14:50:00,477.50250000000005,1247.53,156,4,4,4,12,Champions,938,6788846.570999993,0.7618152646735801
16426,2,10,1908.25,211,2011-03-08 15:45:00,2011-12-07 14:01:00,190.825,328.37,274,5,5,4,14,Champions,939,6790754.820999993,0.7620294003096723
17228,16,8,1906.09,140,2010-12-02 16:00:00,2011-11-24 10:24:00,238.26125000000002,432.26,357,4,5,4,13,Champions,940,6792660.910999993,0.7622432935598223
14210,106,6,1905.8400000000001,66,2010-12-03 12:43:00,2011-08-26 12:36:00,317.64000000000004,363.66,266,2,5,4,11,At-Risk High-Value,941,6794566.750999993,0.762457158756044
15819,49,4,1905.45,96,2011-03-08 09:45:00,2011-10-21 14:50:00,476.3625,639.64,228,3,4,4,11,Needs Attention,942,6796472.200999993,0.7626709801881373
14250,7,3,1904.05,94,2011-09-11 13:44:00,2011-12-02 14:30:00,634.6833333333333,1228.83,83,5,3,4,12,Loyal Customers,943,6798376.250999993,0.7628846445182309
12762,8,2,1898.52,62,2011-11-14 14:23:00,2011-12-02 10:23:00,949.26,1436.93,18,5,2,4,11,Recent High-Value,944,6800274.770999992,0.7630976882954266
17463,16,5,1896.41,162,2011-01-30 15:48:00,2011-11-23 13:40:00,379.282,709.51,297,4,4,4,12,Champions,945,6802171.180999992,0.763310495297466
17870,2,12,1894.35,214,2010-12-08 08:12:00,2011-12-07 15:07:00,157.86249999999998,376.02,365,5,5,4,14,Champions,946,6804065.530999992,0.7635230711351346
14934,82,2,1890.94,68,2011-03-02 11:48:00,2011-09-19 10:10:00,945.47,1062.1,201,2,3,4,9,At-Risk High-Value,947,6805956.470999992,0.7637352643172188
12371,45,2,1887.96,63,2011-10-11 10:43:00,2011-10-26 10:16:00,943.98,1527.96,15,3,2,4,9,Needs Attention,948,6807844.430999992,0.7639471230964755
15641,105,4,1887.2,102,2010-12-15 14:45:00,2011-08-26 14:04:00,471.80000000000007,581.82,254,2,4,4,10,At-Risk High-Value,949,6809731.630999993,0.7641588965917897
16170,51,6,1885.05,106,2011-04-05 13:42:00,2011-10-20 08:21:00,314.175,324.39,198,3,5,4,12,Needs Attention,950,6811616.680999992,0.7643704288233188
13890,1,10,1883.8100000000002,74,2010-12-16 09:31:00,2011-12-08 15:36:00,188.381,310.76,358,5,5,4,14,Champions,951,6813500.490999992,0.7645818219073628
16128,18,5,1880.22,76,2011-03-02 12:21:00,2011-11-22 11:14:00,376.044,717.36,265,4,4,4,12,Champions,952,6815380.710999992,0.7647928121369937
17738,19,4,1879.05,89,2011-03-02 16:26:00,2011-11-20 15:05:00,469.7625,779.92,263,4,4,4,12,Champions,953,6817259.760999992,0.7650036710742393
15367,57,4,1877.59,91,2011-03-09 13:53:00,2011-10-13 14:13:00,469.39750000000004,764.58,219,3,4,4,11,Needs Attention,954,6819137.350999991,0.7652143661765426
17293,8,9,1875.1100000000001,93,2010-12-13 14:55:00,2011-12-01 14:37:00,208.34555555555553,346.14,353,5,5,4,14,Champions,955,6821012.460999992,0.7654247829838754
16986,30,2,1873.2,3,2011-11-09 15:52:00,2011-11-10 11:55:00,936.6,1790.0,1,4,3,4,11,Loyal Customers,956,6822885.660999992,0.7656349854591947
13982,39,4,1871.81,72,2010-12-09 13:57:00,2011-10-31 16:24:00,467.9525,641.67,327,3,4,4,11,Needs Attention,957,6824757.4709999915,0.7658450319546715
16474,7,7,1871.5,237,2011-07-17 14:51:00,2011-12-02 13:02:00,267.35714285714283,580.73,138,5,5,4,14,Champions,958,6826628.9709999915,0.766055043663277
17469,16,5,1870.97,61,2011-05-19 08:55:00,2011-11-23 13:15:00,374.194,441.8,189,4,4,4,12,Champions,959,6828499.940999991,0.7662649958975541
16841,37,6,1869.82,101,2011-02-25 12:40:00,2011-11-03 11:51:00,311.63666666666666,319.12,251,3,5,4,12,Needs Attention,960,6830369.760999992,0.7664748190837604
14524,32,9,1867.68,161,2010-12-14 11:01:00,2011-11-08 12:29:00,207.52,411.55,330,4,5,4,13,Champions,961,6832237.440999991,0.7666844021283387
17787,153,4,1865.19,94,2010-12-03 13:43:00,2011-07-10 11:24:00,466.2975,736.28,219,2,4,4,10,At-Risk High-Value,962,6834102.630999992,0.7668937057557894
16201,3,4,1863.47,74,2011-08-22 10:47:00,2011-12-06 16:02:00,465.86749999999995,571.24,107,5,4,4,13,Champions,963,6835966.100999991,0.7671028163722121
14887,79,1,1862.0,6,2011-09-21 15:32:00,2011-09-21 15:32:00,1862.0,1862.0,1,2,1,4,7,At-Risk High-Value,964,6837828.100999991,0.7673117620315354
12423,1,8,1859.31,97,2010-12-21 10:54:00,2011-12-09 10:10:00,232.41375,347.35,353,5,5,4,14,Champions,965,6839687.410999991,0.7675204058305882
17873,80,5,1859.16,24,2010-12-01 14:54:00,2011-09-20 16:41:00,371.832,490.05000000000007,294,2,4,4,10,At-Risk High-Value,966,6841546.570999991,0.767729032797284
14305,71,3,1858.96,96,2011-07-27 14:14:00,2011-09-29 15:29:00,619.6533333333333,1044.2,65,3,3,4,10,Needs Attention,967,6843405.530999991,0.767937637320837
12963,8,8,1856.63,75,2010-12-09 09:14:00,2011-12-01 12:55:00,232.07875,498.06,358,5,5,4,14,Champions,968,6845262.160999991,0.7681459803817765
16979,4,6,1852.0,64,2011-02-15 09:20:00,2011-12-06 12:21:00,308.6666666666667,418.03,295,5,5,4,14,Champions,969,6847114.160999991,0.7683538038839605
13421,40,2,1851.08,88,2011-02-22 15:46:00,2011-10-30 14:21:00,925.54,1026.04,250,3,2,4,9,Needs Attention,970,6848965.240999991,0.7685615241476877
12383,185,5,1850.56,84,2010-12-22 14:28:00,2011-06-08 08:02:00,370.11199999999997,651.16,168,1,4,4,9,At-Risk High-Value,971,6850815.800999991,0.7687691860592437
12381,5,5,1845.31,70,2011-08-12 09:57:00,2011-12-05 12:44:00,369.062,1268.74,116,5,4,4,13,Champions,972,6852661.11099999,0.7689762588383016
17519,17,6,1844.02,60,2010-12-06 15:18:00,2011-11-22 16:43:00,307.33666666666664,356.02,352,4,5,4,13,Champions,973,6854505.13099999,0.7691831868590885
18180,5,6,1843.75,108,2011-07-20 08:59:00,2011-12-05 08:39:00,307.2916666666667,326.66,138,5,5,4,14,Champions,974,6856348.88099999,0.7693900845816327
12950,2,3,1843.0,13,2011-11-15 13:48:00,2011-12-07 13:17:00,614.3333333333334,1171.4,22,5,3,4,12,Loyal Customers,975,6858191.88099999,0.7695968981423915
17015,29,3,1842.56,182,2011-06-07 13:19:00,2011-11-11 10:45:00,614.1866666666666,1045.48,157,4,4,4,12,Champions,976,6860034.440999989,0.769803662328236
16102,42,3,1842.14,41,2011-08-03 12:50:00,2011-10-28 13:19:00,614.0466666666667,839.76,87,3,4,4,11,Needs Attention,977,6861876.580999989,0.7700103793834808
16455,64,7,1841.18,69,2010-12-03 16:44:00,2011-10-07 12:17:00,263.0257142857143,517.8,308,3,5,4,12,Needs Attention,978,6863717.760999989,0.7702169887116402
14113,4,4,1840.42,26,2010-12-20 12:14:00,2011-12-06 12:18:00,460.105,492.88000000000005,352,5,4,4,13,Champions,979,6865558.180999989,0.7704235127558571
14216,3,4,1839.3,47,2011-11-02 10:51:00,2011-12-06 14:56:00,459.825,792.94,35,5,4,4,13,Champions,980,6867397.4809999885,0.7706299111184742
13924,2,6,1838.8500000000001,90,2011-09-28 15:07:00,2011-12-08 09:39:00,306.47499999999997,679.03,71,5,5,4,14,Champions,981,6869236.330999988,0.7708362589840202
14459,155,1,1837.92,37,2011-07-07 13:35:00,2011-07-07 13:35:00,1837.92,1837.92,1,2,1,4,7,At-Risk High-Value,982,6871074.250999988,0.7710425024889522
18287,43,3,1837.28,59,2011-05-22 10:39:00,2011-10-28 09:29:00,612.4266666666666,1001.3199999999999,159,3,4,4,11,Needs Attention,983,6872911.530999988,0.7712486741758274
13650,17,6,1836.34,79,2011-03-17 12:37:00,2011-11-23 12:22:00,306.0566666666667,447.62,251,4,5,4,13,Champions,984,6874747.870999988,0.7714547403799314
15827,73,14,1836.0900000000001,72,2010-12-02 13:06:00,2011-09-27 15:35:00,131.14928571428572,237.93,300,2,5,4,11,At-Risk High-Value,985,6876583.960999988,0.771660778530107
13048,14,4,1835.91,77,2011-01-16 14:36:00,2011-11-25 13:23:00,458.9775,477.61,313,4,4,4,12,Champions,986,6878419.870999988,0.7718667964814541
14665,61,5,1835.7,63,2011-02-02 09:08:00,2011-10-10 09:14:00,367.14,559.52,251,3,4,4,11,Needs Attention,987,6880255.570999988,0.7720727908675011
16152,269,1,1829.04,29,2011-03-16 09:47:00,2011-03-16 09:47:00,1829.04,1829.04,1,1,2,4,7,At-Risk High-Value,988,6882084.610999988,0.7722780378968935
15203,26,6,1827.8,82,2011-02-01 12:29:00,2011-11-14 08:16:00,304.6333333333333,480.96,286,4,5,4,13,Champions,989,6883912.410999988,0.7724831457788007
18122,8,6,1826.21,239,2011-07-12 11:37:00,2011-12-01 13:08:00,304.36833333333334,442.88,143,5,5,4,14,Champions,990,6885738.620999988,0.7726880752377228
17702,30,4,1824.37,58,2011-05-17 16:23:00,2011-11-09 16:03:00,456.0925,563.64,176,4,4,4,12,Champions,991,6887562.990999988,0.7728927982197311
16153,50,5,1824.23,78,2010-12-20 09:22:00,2011-10-21 10:50:00,364.846,800.69,306,3,4,4,11,Needs Attention,992,6889387.220999989,0.7730975054915395
17705,3,9,1823.52,63,2011-02-11 10:57:00,2011-12-06 13:45:00,202.61333333333334,413.6,299,5,5,4,14,Champions,993,6891210.740999988,0.7733021330901911
16169,8,4,1822.97,71,2011-09-25 11:33:00,2011-12-01 15:28:00,455.7425,587.46,68,5,4,4,13,Champions,994,6893033.710999988,0.7735066989702
17828,23,4,1820.09,54,2011-06-08 08:31:00,2011-11-17 08:41:00,455.0225,833.16,163,4,4,4,12,Champions,995,6894853.800999988,0.7737109416689527
17629,6,8,1814.12,106,2010-12-15 09:58:00,2011-12-04 10:56:00,226.765,593.79,355,5,5,4,14,Champions,996,6896667.920999988,0.7739145144398935
15260,100,7,1810.77,62,2010-12-02 12:09:00,2011-08-31 13:55:00,258.68142857142857,387.88,273,2,5,4,11,At-Risk High-Value,997,6898478.690999988,0.7741177112881924
13481,46,5,1804.56,98,2011-03-28 09:07:00,2011-10-25 09:07:00,360.912,665.28,212,3,4,4,11,Needs Attention,998,6900283.250999987,0.774320211276908
17663,26,7,1802.91,63,2011-02-25 14:11:00,2011-11-14 08:56:00,257.55857142857144,371.39,262,4,5,4,13,Champions,999,6902086.160999987,0.7745225261096956
15812,107,5,1801.14,36,2011-01-26 12:12:00,2011-08-24 14:19:00,360.228,533.0200000000001,211,2,4,4,10,At-Risk High-Value,1000,6903887.300999987,0.7747246423206695
16249,53,5,1800.07,67,2011-04-14 13:50:00,2011-10-18 10:07:00,360.014,814.83,187,3,4,4,11,Needs Attention,1001,6905687.370999987,0.7749266384608297
13562,82,3,1799.33,50,2011-04-08 12:42:00,2011-09-19 10:51:00,599.7766666666666,606.46,164,2,3,4,9,At-Risk High-Value,1002,6907486.700999987,0.7751285515613614
13196,11,4,1797.78,97,2011-03-22 14:24:00,2011-11-28 13:54:00,449.445,1074.82,251,5,4,4,13,Champions,1003,6909284.480999988,0.7753302907275367
17750,5,9,1797.57,101,2011-06-28 15:44:00,2011-12-04 14:09:00,199.73,323.0,159,5,5,4,14,Champions,1004,6911082.050999988,0.775532006328412
17648,61,4,1797.5,81,2011-04-04 10:29:00,2011-10-10 09:41:00,449.375,690.11,189,3,4,4,11,Needs Attention,1005,6912879.550999988,0.7757337140741872
12348,75,4,1797.24,22,2010-12-16 19:09:00,2011-09-25 13:13:00,449.31,892.8,283,2,4,4,10,At-Risk High-Value,1006,6914676.790999988,0.775935392643877
18235,72,3,1796.48,100,2011-05-06 13:35:00,2011-09-29 08:27:00,598.8266666666667,1046.68,146,2,4,4,10,At-Risk High-Value,1007,6916473.270999989,0.7761369859296241
13134,86,4,1793.58,94,2011-04-13 12:57:00,2011-09-15 10:35:00,448.395,907.84,155,2,4,4,10,At-Risk High-Value,1008,6918266.850999989,0.7763382537898008
18179,9,6,1793.17,86,2011-01-07 14:22:00,2011-11-30 16:23:00,298.8616666666667,469.43,328,5,5,4,14,Champions,1009,6920060.020999989,0.7765394756415348
13510,1,4,1791.56,86,2011-06-09 09:32:00,2011-12-08 13:46:00,447.89,585.3199999999999,183,5,4,4,13,Champions,1010,6921851.580999988,0.7767405168259695
16719,15,7,1790.42,107,2010-12-06 12:06:00,2011-11-25 09:27:00,255.77428571428572,430.73,354,4,5,4,13,Champions,1011,6923642.000999988,0.7769414300844901
12523,19,11,1789.77,84,2011-01-12 09:43:00,2011-11-20 12:55:00,162.70636363636365,262.42,313,4,5,4,13,Champions,1012,6925431.770999988,0.7771422704027967
14215,12,6,1789.72,98,2010-12-06 15:34:00,2011-11-28 12:19:00,298.2866666666667,596.0600000000001,357,5,5,4,14,Champions,1013,6927221.490999987,0.7773431051103177
14621,1,5,1788.3600000000001,80,2010-12-16 13:00:00,2011-12-08 16:22:00,357.672,482.59000000000003,358,5,4,4,13,Champions,1014,6929009.850999988,0.7775437872044678
13875,54,5,1786.79,79,2011-02-11 15:39:00,2011-10-17 09:36:00,357.358,384.2,248,3,4,4,11,Needs Attention,1015,6930796.640999988,0.777744293119947
14608,4,4,1785.15,8,2010-12-12 14:49:00,2011-12-05 16:52:00,446.2875,586.95,359,5,4,4,13,Champions,1016,6932581.790999988,0.7779446150016553
14935,297,1,1784.71,10,2011-02-15 14:44:00,2011-02-15 14:44:00,1784.71,1784.71,1,1,1,4,6,At-Risk High-Value,1017,6934366.500999988,0.7781448875084496
15050,25,3,1782.09,68,2011-09-29 13:22:00,2011-11-14 16:17:00,594.0300000000001,1293.18,47,4,3,4,11,Loyal Customers,1018,6936148.590999988,0.7783448660100734
16380,61,1,1780.59,28,2011-10-09 15:40:00,2011-10-09 15:40:00,1780.59,1780.59,1,3,2,4,9,Needs Attention,1019,6937929.180999988,0.7785446761881262
15220,52,6,1778.96,110,2011-03-04 10:24:00,2011-10-19 12:39:00,296.49333333333334,494.91,230,3,5,4,12,Needs Attention,1020,6939708.140999988,0.7787443034545654
17092,50,4,1777.78,99,2011-03-07 14:51:00,2011-10-20 19:51:00,444.445,788.11,228,3,4,4,11,Needs Attention,1021,6941485.920999988,0.7789437983064621
12645,34,4,1775.18,58,2011-01-27 13:08:00,2011-11-06 12:38:00,443.795,511.96000000000004,283,3,4,4,11,Needs Attention,1022,6943261.100999988,0.7791430013975027
17754,1,5,1772.26,82,2011-03-24 13:54:00,2011-12-09 11:20:00,354.452,621.71,260,5,4,4,13,Champions,1023,6945033.360999987,0.7793418768186585
15594,16,5,1771.78,85,2011-04-19 10:08:00,2011-11-24 08:53:00,354.356,718.21,219,4,4,4,12,Champions,1024,6946805.140999988,0.7795406983762718
15473,14,7,1771.2,4,2011-10-10 11:12:00,2011-11-25 15:15:00,253.02857142857144,547.2,47,4,5,4,13,Champions,1025,6948576.340999988,0.7797394548487709
17813,14,5,1770.8799999999999,297,2011-09-29 15:57:00,2011-11-25 16:13:00,354.17600000000004,1044.09,58,4,4,4,12,Champions,1026,6950347.220999988,0.7799381754122416
14387,33,3,1770.56,125,2011-08-22 14:13:00,2011-11-07 12:29:00,590.1866666666666,840.82,77,3,3,4,10,Needs Attention,1027,6952117.780999987,0.7801368600666838
16681,73,6,1770.34,18,2011-03-31 13:46:00,2011-09-28 11:11:00,295.0566666666667,456.84,181,2,5,4,11,At-Risk High-Value,1028,6953888.120999987,0.7803355200336689
13456,18,6,1766.72,43,2011-05-16 15:34:00,2011-11-22 09:18:00,294.4533333333333,454.76,190,4,5,4,13,Champions,1029,6955654.840999987,0.7805337737797697
15950,32,4,1765.51,86,2010-12-15 11:56:00,2011-11-08 11:09:00,441.37750000000005,662.5600000000001,328,4,4,4,12,Champions,1030,6957420.350999987,0.7807318917448566
16751,31,1,1764.72,24,2011-11-09 10:48:00,2011-11-09 10:48:00,1764.72,1764.72,1,4,2,4,10,Recent High-Value,1031,6959185.0709999865,0.7809299210595295
12424,163,2,1760.96,30,2011-06-30 12:06:00,2011-06-30 12:06:00,880.4800000000001,1466.3200000000002,1,2,2,4,8,At-Risk High-Value,1032,6960946.030999986,0.7811275284431181
12823,75,5,1759.5,1,2011-02-16 12:15:00,2011-09-26 07:35:00,351.9,535.5,222,2,4,4,10,At-Risk High-Value,1033,6962705.530999986,0.7813249719917643
12349,19,1,1757.55,73,2011-11-21 09:51:00,2011-11-21 09:51:00,1757.55,1757.55,1,4,1,4,9,Recent High-Value,1034,6964463.080999986,0.7815221967197684
